<div class="note"><strong>नोट: तपाईको फायरफक्सको संस्करणमा यो लेख लागू हुदैन।.</strong>  यसको लागि फायरफक्सको सबभन्दा नया संस्करण चाहिन्छ {{{channel}}} जुन यहा‌ँबाट डाउनलोड गर्न सकिन्छ <a href="http://www.mozilla.org/{{{slug}}}">mozilla.org/{{{slug}}}</a>.</div>	ne-NP
<p><span class="for" data-for="fx4"><span class="for" data-for="win">At the top of the Firefox window, click on the <span class="button">Firefox</span> button (<span class="menu">Tools</span> menu in Windows XP), and then click <span class="menu">Add-ons</span></span><span class="for" data-for="mac">On the menu bar, click on the <span class="menu">Tools</span> menu, and then click <span class="menu">Add-ons</span></span><span class="for" data-for="linux">फायरफक्सको माथिल्लो भागमा रहेको <span class="menu">Tools</span> मेनुमा क्लिक गर्नुहोस र त्यसपछि <span class="menu">Add-ons</span></span> मा क्लिक गर्नुहोस।  Add-ons Manager ट्याब खुल्नेछ।</span><span class="for" data-for="fx3,fx35"><span class="for" data-for="win">At the top of the Firefox window, click on the <span class="menu">Tools</span> menu, and select <span class="menu">Add-ons</span></span><span class="for" data-for="mac">On the menu bar, click on the <span class="menu">Tools</span> menu, and select <span class="menu">Add-ons</span></span><span class="for" data-for="linux">At the top of the Firefox window, click on the <span class="menu">Tools</span> menu, and select <span class="menu">Add-ons</span></span>. The Add-ons window will open</span>\
</p>\
<li>Add-ons Manager <span class="for" data-for="fx4">ट्याबमा</span><span class="for" data-for="fx3,fx35">window</span>,  <span class="menu">{{{type}}}</span> छान्नुहोस। </li>	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
<h1 id="w_cecacgcucecicuci-cacecucacucucocicacico-chcacucl-cecacgcucecicuci-cecacgcucecicuci-cecaci-cecccica-cicicecgcicicucico-cecacuci-cicacgcacuclci-cicgcucuccce-cecocucgcgca-cecucucicuce-cucucuceci">फायरफक्स, एन्ड्रोइडको लागि फायरफक्स, फायरफक्स ओएस अथवा वेबमेकरको बारे सामाजिक समर्थन फोरममा प्रश्न गर्ने</h1>\
<p>प्रश्न गर्नु भन्दा अगाडी पढ्नु पर्ने लेखहरु:\
</p>\
<ul><li><a href="/ne-NP/kb/forum-rules-and-guidelines">Forum rules and guidelines</a>\
</li><li><a href="/ne-NP/kb/how-do-i-create-screenshot-my-problem">How do I create a screenshot of my problem?</a>\
</li><li><a href="/ne-NP/kb/use-troubleshooting-information-page-fix-firefox">Use the Troubleshooting Information page to help fix Firefox issues</a>\
</li></ul>\
<p>तल दिएको लिङ्क थिचेर तपाईँले समर्थन फोरममा प्रश्न सोध्न सक्नुहुनेछ। हाम्रो स्वयम् सेवक योगदानकर्ताहरुको समूहले तपाईँलाई मद्दत गर्ने उत्तम मान्छे खोजी गर्न तपाईँलाई विभिन्न पृष्ठहरुमा लगिने छ जसले तपाईँको प्रश्नको उत्पादन र प्रसङ्गहरु निर्धारण गर्नेछ।\
</p>\
<div class="note"><strong>द्रष्टव्य:</strong> प्रश्न सोध्नु भन्दा अघि तपाईँले मोजिल्ला समर्थनमा दर्ता गर्न आवश्यक छ,तर यो गर्दा तपाईँलाई नै फाइदा हुनेछ!</div>\
<p>\
\
\
  \
\
\
\
\
\
\
\
  <a href="/en-US/questions/new">\
\
<img alt="Ask a Question" class="wiki-image frameless lazy" data-original-src="https://user-media-stage-cdn.itsre-sumo.mozilla.net/uploads/gallery/images/2011-05-20-11-49-04-2c792a.png" src="https://static-media-stage-cdn.itsre-sumo.mozilla.net/static/sumo/img/placeholder.gif">\
\
  </a>\
\
\
\
</p>\
<h1 id="w_ccce-cicacicacdcecicuca">थप संसाधनहरु</h1>\
<p>यदि हाम्रो ज्ञानाधारमा उत्तर छैन भने, समर्थन फोरममा प्रश्न सोध्नु अघि तपाईँले तल दिइएको थ्रेडहरुमा खोजी गर्न सक्नुहुनेछ। धेरै जसो प्रश्नहरुको समाधान पहिल्यै देखि छ।\
</p>\
<ul><li><a href="/questions?filter=solved&amp;sort=requested">Frequently asked questions about Mozilla software</a>\
</li><li><a href="http://www.mozilla.org/about/forums/">Mozilla support newsgroups</a>\
</li><li><a href="http://forums.mozillazine.org">MozillaZine forums</a>\
</li></ul>	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
	ne-NP
